0 	 1	0		1	0		1	0		1	-0	
0.01 	 1.00005	0.0099698		1.00005	0.00996987		1.00005	0.00996912		0.99995	-0.00999983	
0.02 	 1.0002	0.0199361		1.0002	0.0199362		1.0002	0.0199348		0.9998	-0.0199987	
0.03 	 1.00045	0.0298955		1.00045	0.0298957		1.00045	0.0298934		0.99955	-0.0299955	
0.04 	 1.0008	0.0398444		1.0008	0.0398446		1.0008	0.0398416		0.9992	-0.0399893	
0.05 	 1.00125	0.0497793		1.00125	0.0497796		1.00125	0.0497759		0.99875	-0.0499792	
0.06 	 1.00179	0.0596969		1.00179	0.0596973		1.00179	0.0596928		0.998201	-0.059964	
0.07 	 1.00244	0.0695936		1.00244	0.0695941		1.00244	0.0695889		0.997551	-0.0699428	
0.08 	 1.00318	0.0794661		1.00318	0.0794666		1.00318	0.0794607		0.996802	-0.0799147	
0.09 	 1.00403	0.0893108		1.00403	0.0893114		1.00403	0.0893048		0.995953	-0.0898785	
0.1 	 1.00497	0.0991244		1.00497	0.0991251		1.00497	0.0991178		0.995004	-0.0998334	
0.11 	 1.00601	0.108904		1.00601	0.108904		1.00601	0.108896		0.993956	-0.109778	
0.12 	 1.00715	0.118645		1.00715	0.118646		1.00715	0.118637		0.992809	-0.119712	
0.13 	 1.00838	0.128345		1.00838	0.128346		1.00838	0.128336		0.991562	-0.129634	
0.14 	 1.00972	0.138001		1.00972	0.138002		1.00971	0.137992		0.990216	-0.139543	
0.15 	 1.01114	0.147609		1.01114	0.147609		1.01114	0.147599		0.988771	-0.149438	
0.16 	 1.01267	0.157165		1.01267	0.157166		1.01267	0.157155		0.987227	-0.159318	
0.17 	 1.01429	0.166668		1.01429	0.166669		1.01429	0.166657		0.985585	-0.169182	
0.18 	 1.016	0.176113		1.016	0.176114		1.016	0.176102		0.983844	-0.17903	
0.19 	 1.01781	0.185498		1.01781	0.185499		1.01781	0.185486		0.982004	-0.188859	
0.2 	 1.01971	0.194819		1.01971	0.19482		1.01971	0.194807		0.980067	-0.198669	
0.21 	 1.02171	0.204074		1.02171	0.204075		1.0217	0.204061		0.978031	-0.20846	
0.22 	 1.02379	0.213258		1.02379	0.21326		1.02379	0.213245		0.975897	-0.21823	
0.23 	 1.02597	0.22237		1.02597	0.222372		1.02597	0.222356		0.973666	-0.227978	
0.24 	 1.02824	0.231407		1.02824	0.231408		1.02824	0.231392		0.971338	-0.237703	
0.25 	 1.0306	0.240364		1.0306	0.240366		1.03059	0.24035		0.968912	-0.247404	
0.26 	 1.03305	0.249241		1.03305	0.249243		1.03304	0.249226		0.96639	-0.257081	
0.27 	 1.03558	0.258033		1.03558	0.258035		1.03558	0.258018		0.963771	-0.266731	
0.28 	 1.03821	0.266739		1.03821	0.266741		1.0382	0.266723		0.961055	-0.276356	
0.29 	 1.04092	0.275355		1.04092	0.275357		1.04091	0.275339		0.958244	-0.285952	
0.3 	 1.04372	0.283879		1.04372	0.283881		1.04371	0.283863		0.955336	-0.29552	
0.31 	 1.0466	0.292308		1.0466	0.29231		1.04659	0.292292		0.952334	-0.305059	
0.32 	 1.04956	0.300641		1.04956	0.300642		1.04955	0.300623		0.949235	-0.314567	
0.33 	 1.05261	0.308873		1.05261	0.308875		1.0526	0.308855		0.946042	-0.324043	
0.34 	 1.05574	0.317003		1.05574	0.317005		1.05573	0.316985		0.942755	-0.333487	
0.35 	 1.05895	0.325029		1.05895	0.325031		1.05894	0.325011		0.939373	-0.342898	
0.36 	 1.06224	0.332948		1.06224	0.33295		1.06223	0.33293		0.935897	-0.352274	
0.37 	 1.06561	0.340758		1.06561	0.34076		1.0656	0.34074		0.932327	-0.361615	
0.38 	 1.06905	0.348457		1.06906	0.348459		1.06904	0.348439		0.928665	-0.37092	
0.39 	 1.07258	0.356043		1.07258	0.356045		1.07257	0.356024		0.924909	-0.380188	
0.4 	 1.07618	0.363513		1.07618	0.363515		1.07616	0.363495		0.921061	-0.389418	
0.41 	 1.07985	0.370867		1.07985	0.370869		1.07984	0.370848		0.917121	-0.398609	
0.42 	 1.08359	0.3781		1.08359	0.378103		1.08358	0.378082		0.913089	-0.40776	
0.43 	 1.08741	0.385213		1.08741	0.385215		1.0874	0.385195		0.908966	-0.416871	
0.44 	 1.0913	0.392203		1.0913	0.392205		1.09128	0.392184		0.904752	-0.425939	
0.45 	 1.09525	0.399068		1.09525	0.399071		1.09524	0.39905		0.900447	-0.434966	
0.46 	 1.09928	0.405807		1.09928	0.405809		1.09926	0.405789		0.896052	-0.443948	
0.47 	 1.10337	0.412418		1.10337	0.41242		1.10336	0.412399		0.891568	-0.452886	
0.48 	 1.10753	0.418899		1.10753	0.418901		1.10751	0.418881		0.886995	-0.461779	
0.49 	 1.11175	0.425249		1.11175	0.425251		1.11173	0.425231		0.882333	-0.470626	
0.5 	 1.11603	0.431467		1.11603	0.431469		1.11602	0.431449		0.877583	-0.479426	
0.51 	 1.12038	0.43755		1.12038	0.437552		1.12036	0.437532		0.872745	-0.488177	
0.52 	 1.12478	0.443498		1.12478	0.443501		1.12477	0.443481		0.867819	-0.49688	
0.53 	 1.12925	0.44931		1.12925	0.449312		1.12923	0.449292		0.862807	-0.505533	
0.54 	 1.13377	0.454983		1.13377	0.454986		1.13375	0.454966		0.857709	-0.514136	
0.55 	 1.13835	0.460518		1.13835	0.46052		1.13833	0.460501		0.852525	-0.522687	
0.56 	 1.14298	0.465912		1.14298	0.465914		1.14296	0.465895		0.847255	-0.531186	
0.57 	 1.14767	0.471165		1.14767	0.471167		1.14765	0.471149		0.841901	-0.539632	
0.58 	 1.1524	0.476275		1.1524	0.476278		1.15238	0.476259		0.836463	-0.548024	
0.59 	 1.15719	0.481243		1.15719	0.481245		1.15717	0.481227		0.830941	-0.556361	
0.6 	 1.16203	0.486066		1.16203	0.486068		1.16201	0.48605		0.825336	-0.564642	
0.61 	 1.16691	0.490744		1.16691	0.490746		1.16689	0.490729		0.819648	-0.572867	
0.62 	 1.17184	0.495275		1.17184	0.495278		1.17182	0.495261		0.813878	-0.581035	
0.63 	 1.17682	0.499661		1.17682	0.499663		1.17679	0.499647		0.808028	-0.589145	
0.64 	 1.18184	0.503898		1.18184	0.5039		1.18181	0.503885		0.802096	-0.597195	
0.65 	 1.1869	0.507987		1.1869	0.50799		1.18687	0.507975		0.796084	-0.605186	
0.66 	 1.192	0.511928		1.192	0.51193		1.19197	0.511916		0.789992	-0.613117	
0.67 	 1.19713	0.515719		1.19713	0.515721		1.19711	0.515707		0.783822	-0.620986	
0.68 	 1.20231	0.51936		1.20231	0.519362		1.20228	0.519349		0.777573	-0.628793	
