0 	 1	0		1	0		1	0		1	-0	
0.01 	 1.0002	0.0400743		1.0002	0.0400753		1.0002	0.0400665		0.99995	-0.00999983	
0.02 	 1.0008	0.0801054		1.0008	0.0801075		1.0008	0.0800899		0.9998	-0.0199987	
0.03 	 1.0018	0.12005		1.0018	0.120053		1.0018	0.120027		0.99955	-0.0299955	
0.04 	 1.0032	0.159866		1.0032	0.15987		1.0032	0.159835		0.9992	-0.0399893	
0.05 	 1.005	0.19951		1.005	0.199515		1.005	0.199472		0.99875	-0.0499792	
0.06 	 1.00719	0.23894		1.00719	0.238946		1.00719	0.238894		0.998201	-0.059964	
0.07 	 1.00978	0.278114		1.00978	0.278122		1.00977	0.278062		0.997551	-0.0699428	
0.08 	 1.01276	0.316993		1.01275	0.317001		1.01275	0.316934		0.996802	-0.0799147	
0.09 	 1.01612	0.355536		1.01612	0.355545		1.01611	0.35547		0.995953	-0.0898785	
0.1 	 1.01987	0.393703		1.01987	0.393713		1.01986	0.393631		0.995004	-0.0998334	
0.11 	 1.02399	0.431457		1.02399	0.431468		1.02398	0.431379		0.993956	-0.109778	
0.12 	 1.0285	0.46876		1.0285	0.468772		1.02848	0.468677		0.992809	-0.119712	
0.13 	 1.03337	0.505576		1.03337	0.505589		1.03335	0.505488		0.991562	-0.129634	
0.14 	 1.03861	0.541871		1.03861	0.541884		1.03859	0.541778		0.990216	-0.139543	
0.15 	 1.04421	0.577611		1.04421	0.577625		1.04419	0.577513		0.988771	-0.149438	
0.16 	 1.05016	0.612763		1.05016	0.612778		1.05014	0.612661		0.987227	-0.159318	
0.17 	 1.05646	0.647297		1.05646	0.647312		1.05644	0.647192		0.985585	-0.169182	
0.18 	 1.06311	0.681184		1.06311	0.681199		1.06308	0.681075		0.983844	-0.17903	
0.19 	 1.07009	0.714394		1.07009	0.71441		1.07005	0.714283		0.982004	-0.188859	
0.2 	 1.07739	0.746903		1.07739	0.746919		1.07736	0.746789		0.980067	-0.198669	
0.21 	 1.08502	0.778684		1.08502	0.7787		1.08499	0.778569		0.978031	-0.20846	
0.22 	 1.09297	0.809714		1.09297	0.809731		1.09293	0.809598		0.975897	-0.21823	
0.23 	 1.10122	0.839971		1.10122	0.839988		1.10117	0.839854		0.973666	-0.227978	
0.24 	 1.10977	0.869435		1.10977	0.869452		1.10972	0.869317		0.971338	-0.237703	
0.25 	 1.11861	0.898085		1.11861	0.898102		1.11856	0.897968		0.968912	-0.247404	
0.26 	 1.12773	0.925906		1.12773	0.925923		1.12768	0.925788		0.96639	-0.257081	
0.27 	 1.13712	0.952879		1.13713	0.952896		1.13707	0.952763		0.963771	-0.266731	
0.28 	 1.14679	0.978991		1.14679	0.979007		1.14673	0.978876		0.961055	-0.276356	
0.29 	 1.1567	1.00423		1.15671	1.00424		1.15664	1.00411		0.958244	-0.285952	
0.3 	 1.16687	1.02858		1.16687	1.02859		1.1668	1.02846		0.955336	-0.29552	
0.31 	 1.17728	1.05203		1.17728	1.05204		1.17721	1.05192		0.952334	-0.305059	
0.32 	 1.18791	1.07457		1.18791	1.07458		1.18784	1.07446		0.949235	-0.314567	
0.33 	 1.19877	1.09619		1.19877	1.09621		1.19869	1.09609		0.946042	-0.324043	
0.34 	 1.20983	1.11689		1.20984	1.11691		1.20975	1.11679		0.942755	-0.333487	
0.35 	 1.2211	1.13666		1.22111	1.13667		1.22102	1.13656		0.939373	-0.342898	
0.36 	 1.23257	1.15549		1.23257	1.1555		1.23248	1.1554		0.935897	-0.352274	
0.37 	 1.24421	1.17337		1.24422	1.17339		1.24412	1.17329		0.932327	-0.361615	
0.38 	 1.25604	1.19031		1.25604	1.19033		1.25594	1.19023		0.928665	-0.37092	
0.39 	 1.26802	1.2063		1.26802	1.20632		1.26792	1.20623		0.924909	-0.380188	
0.4 	 1.28016	1.22134		1.28016	1.22135		1.28006	1.22127		0.921061	-0.389418	
0.41 	 1.29245	1.23542		1.29245	1.23543		1.29235	1.23536		0.917121	-0.398609	
0.42 	 1.30487	1.24855		1.30487	1.24856		1.30476	1.24849		0.913089	-0.40776	
0.43 	 1.31742	1.26071		1.31742	1.26072		1.31731	1.26067		0.908966	-0.416871	
0.44 	 1.33008	1.27192		1.33009	1.27193		1.32997	1.27188		0.904752	-0.425939	
0.45 	 1.34286	1.28217		1.34286	1.28218		1.34274	1.28214		0.900447	-0.434966	
0.46 	 1.35573	1.29146		1.35573	1.29147		1.35561	1.29144		0.896052	-0.443948	
0.47 	 1.36869	1.29979		1.36869	1.2998		1.36857	1.29978		0.891568	-0.452886	
0.48 	 1.38172	1.30717		1.38173	1.30718		1.3816	1.30716		0.886995	-0.461779	
0.49 	 1.39483	1.31359		1.39483	1.3136		1.39471	1.31358		0.882333	-0.470626	
0.5 	 1.408	1.31905		1.408	1.31906		1.40787	1.31905		0.877583	-0.479426	
0.51 	 1.42121	1.32355		1.42121	1.32356		1.42108	1.32357		0.872745	-0.488177	
0.52 	 1.43447	1.3271		1.43447	1.32711		1.43434	1.32713		0.867819	-0.49688	
0.53 	 1.44775	1.3297		1.44776	1.3297		1.44762	1.32973		0.862807	-0.505533	
0.54 	 1.46106	1.33134		1.46106	1.33135		1.46093	1.33138		0.857709	-0.514136	
0.55 	 1.47438	1.33203		1.47438	1.33204		1.47424	1.33209		0.852525	-0.522687	
0.56 	 1.4877	1.33177		1.48771	1.33178		1.48756	1.33184		0.847255	-0.531186	
0.57 	 1.50101	1.33057		1.50102	1.33057		1.50087	1.33064		0.841901	-0.539632	
0.58 	 1.51431	1.32841		1.51432	1.32842		1.51417	1.3285		0.836463	-0.548024	
0.59 	 1.52758	1.32531		1.52759	1.32532		1.52744	1.32541		0.830941	-0.556361	
0.6 	 1.54082	1.32126		1.54082	1.32127		1.54067	1.32137		0.825336	-0.564642	
0.61 	 1.55401	1.31627		1.55401	1.31628		1.55386	1.31639		0.819648	-0.572867	
0.62 	 1.56714	1.31034		1.56715	1.31035		1.567	1.31047		0.813878	-0.581035	
0.63 	 1.58021	1.30346		1.58022	1.30347		1.58007	1.30361		0.808028	-0.589145	
0.64 	 1.59321	1.29564		1.59322	1.29565		1.59306	1.2958		0.802096	-0.597195	
0.65 	 1.60613	1.28689		1.60613	1.2869		1.60598	1.28706		0.796084	-0.605186	
0.66 	 1.61895	1.2772		1.61896	1.27721		1.6188	1.27738		0.789992	-0.613117	
0.67 	 1.63167	1.26657		1.63168	1.26658		1.63152	1.26677		0.783822	-0.620986	
0.68 	 1.64428	1.25501		1.64429	1.25502		1.64413	1.25522		0.777573	-0.628793	
0.69 	 1.65677	1.24252		1.65678	1.24253		1.65662	1.24274		0.771246	-0.636537	
0.7 	 1.66913	1.2291		1.66914	1.22911		1.66898	1.22933		0.764842	-0.644218	
0.71 	 1.68135	1.21475		1.68136	1.21476		1.6812	1.215		0.758362	-0.651834	
0.72 	 1.69343	1.19948		1.69343	1.19949		1.69328	1.19975		0.751806	-0.659385	
0.73 	 1.70534	1.1833		1.70535	1.18331		1.70519	1.18357		0.745174	-0.66687	
0.74 	 1.71709	1.1662		1.7171	1.16621		1.71694	1.16649		0.738469	-0.674288	
0.75 	 1.72867	1.14818		1.72867	1.1482		1.72852	1.14849		0.731689	-0.681639	
0.76 	 1.74006	1.12927		1.74006	1.12928		1.73991	1.12959		0.724836	-0.688921	
0.77 	 1.75125	1.10945		1.75126	1.10947		1.75111	1.10979		0.717911	-0.696135	
0.78 	 1.76225	1.08875		1.76225	1.08876		1.7621	1.0891		0.710914	-0.703279	
0.79 	 1.77303	1.06716		1.77303	1.06717		1.77288	1.06753		0.703845	-0.710353	
0.8 	 1.78359	1.04469		1.7836	1.04471		1.78345	1.04508		0.696707	-0.717356	
0.81 	 1.79392	1.02136		1.79393	1.02137		1.79378	1.02176		0.689498	-0.724287	
0.82 	 1.80402	0.997173		1.80402	0.997186		1.80388	0.997588		0.682221	-0.731146	
0.83 	 1.81386	0.972139		1.81387	0.972152		1.81373	0.97257		0.674876	-0.737931	
0.84 	 1.82346	0.946272		1.82347	0.946285		1.82332	0.94672		0.667463	-0.744643	
0.85 	 1.83279	0.919586		1.8328	0.919599		1.83266	0.92005		0.659983	-0.75128	
0.86 	 1.84185	0.892095		1.84186	0.892108		1.84172	0.892576		0.652437	-0.757843	
0.87 	 1.85063	0.863815		1.85064	0.863827		1.85051	0.864312		0.644827	-0.764329	
0.88 	 1.85913	0.834762		1.85914	0.834774		1.859	0.835276		0.637151	-0.770739	
0.89 	 1.86733	0.804955		1.86734	0.804967		1.86721	0.805486		0.629412	-0.777072	
0.9 	 1.87523	0.774414		1.87523	0.774425		1.87511	0.774961		0.62161	-0.783327	
0.91 	 1.88282	0.743159		1.88282	0.743169		1.8827	0.743722		0.613746	-0.789504	
0.92 	 1.89009	0.711212		1.8901	0.711222		1.88998	0.711792		0.60582	-0.795602	
0.93 	 1.89704	0.678597		1.89705	0.678606		1.89694	0.679193		0.597834	-0.80162	
0.94 	 1.90366	0.645338		1.90367	0.645347		1.90356	0.645951		0.589788	-0.807558	
0.95 	 1.90995	0.611463		1.90996	0.611471		1.90985	0.612091		0.581683	-0.813416	
0.96 	 1.91589	0.576997		1.9159	0.577005		1.9158	0.577642		0.57352	-0.819192	
0.97 	 1.92149	0.541971		1.9215	0.541978		1.9214	0.542631		0.5653	-0.824886	
0.98 	 1.92673	0.506414		1.92674	0.506419		1.92665	0.50709		0.557023	-0.830497	
0.99 	 1.93161	0.470358		1.93162	0.470362		1.93154	0.471048		0.54869	-0.836026	
