0 	 1	0		1	0		1	0		
0.01 	 1	0.000561443		1	0.000561459		1	0.000561426		
0.02 	 1.00001	0.00112282		1.00001	0.00112285		1.00001	0.00112278		
0.03 	 1.00003	0.00168405		1.00003	0.0016841		1.00003	0.001684		
0.04 	 1.00004	0.00224509		1.00004	0.00224515		1.00004	0.00224502		
0.05 	 1.00007	0.00280584		1.00007	0.00280592		1.00007	0.00280576		
0.06 	 1.0001	0.00336626		1.0001	0.00336636		1.0001	0.00336616		
0.07 	 1.00014	0.00392626		1.00014	0.00392638		1.00014	0.00392614		
0.08 	 1.00018	0.00448579		1.00018	0.00448592		1.00018	0.00448565		
0.09 	 1.00023	0.00504476		1.00023	0.00504491		1.00023	0.00504461		
0.1 	 1.00028	0.00560312		1.00028	0.00560329		1.00028	0.00560296		
0.11 	 1.00034	0.0061608		1.00034	0.00616098		1.00034	0.00616062		
0.12 	 1.0004	0.00671773		1.0004	0.00671792		1.0004	0.00671753		
0.13 	 1.00047	0.00727383		1.00047	0.00727404		1.00047	0.00727362		
0.14 	 1.00055	0.00782905		1.00055	0.00782928		1.00055	0.00782882		
0.15 	 1.00063	0.00838331		1.00063	0.00838356		1.00063	0.00838307		
0.16 	 1.00072	0.00893655		1.00072	0.00893681		1.00072	0.00893629		
0.17 	 1.00081	0.0094887		1.00081	0.00948898		1.00081	0.00948842		
0.18 	 1.00091	0.0100397		1.00091	0.01004		1.00091	0.0100394		
0.19 	 1.00101	0.0105895		1.00101	0.0105898		1.00101	0.0105891		
0.2 	 1.00112	0.0111379		1.00112	0.0111383		1.00112	0.0111376		
0.21 	 1.00123	0.011685		1.00123	0.0116854		1.00123	0.0116847		
0.22 	 1.00135	0.0122307		1.00135	0.0122311		1.00135	0.0122304		
0.23 	 1.00148	0.0127749		1.00148	0.0127753		1.00148	0.0127746		
0.24 	 1.00161	0.0133176		1.00161	0.013318		1.00161	0.0133172		
0.25 	 1.00174	0.0138586		1.00174	0.013859		1.00174	0.0138582		
0.26 	 1.00188	0.0143979		1.00188	0.0143983		1.00188	0.0143975		
0.27 	 1.00203	0.0149355		1.00203	0.0149359		1.00203	0.014935		
0.28 	 1.00218	0.0154712		1.00218	0.0154717		1.00218	0.0154708		
0.29 	 1.00234	0.0160051		1.00234	0.0160055		1.00234	0.0160046		
0.3 	 1.0025	0.016537		1.0025	0.0165375		1.0025	0.0165365		
0.31 	 1.00267	0.0170669		1.00267	0.0170674		1.00267	0.0170664		
0.32 	 1.00284	0.0175947		1.00285	0.0175952		1.00284	0.0175942		
0.33 	 1.00302	0.0181204		1.00302	0.0181209		1.00302	0.0181198		
0.34 	 1.00321	0.0186438		1.00321	0.0186443		1.00321	0.0186433		
0.35 	 1.0034	0.019165		1.0034	0.0191655		1.0034	0.0191645		
0.36 	 1.00359	0.0196838		1.00359	0.0196844		1.00359	0.0196833		
0.37 	 1.00379	0.0202003		1.00379	0.0202008		1.00379	0.0201997		
0.38 	 1.00399	0.0207143		1.00399	0.0207148		1.00399	0.0207137		
0.39 	 1.0042	0.0212257		1.0042	0.0212263		1.0042	0.0212251		
0.4 	 1.00442	0.0217346		1.00442	0.0217352		1.00442	0.021734		
0.41 	 1.00464	0.0222408		1.00464	0.0222414		1.00464	0.0222402		
0.42 	 1.00486	0.0227444		1.00486	0.022745		1.00486	0.0227437		
0.43 	 1.00509	0.0232451		1.00509	0.0232457		1.00509	0.0232445		
0.44 	 1.00533	0.023743		1.00533	0.0237437		1.00533	0.0237424		
0.45 	 1.00557	0.0242381		1.00557	0.0242387		1.00557	0.0242374		
0.46 	 1.00581	0.0247301		1.00581	0.0247308		1.00581	0.0247295		
0.47 	 1.00606	0.0252192		1.00606	0.0252199		1.00606	0.0252185		
0.48 	 1.00632	0.0257052		1.00632	0.0257059		1.00632	0.0257045		
0.49 	 1.00658	0.0261881		1.00658	0.0261887		1.00658	0.0261873		
0.5 	 1.00684	0.0266677		1.00684	0.0266684		1.00684	0.026667		
0.51 	 1.00711	0.0271442		1.00711	0.0271449		1.00711	0.0271434		
0.52 	 1.00738	0.0276173		1.00739	0.027618		1.00738	0.0276166		
0.53 	 1.00766	0.0280871		1.00766	0.0280878		1.00766	0.0280863		
0.54 	 1.00795	0.0285534		1.00795	0.0285541		1.00795	0.0285527		
0.55 	 1.00823	0.0290163		1.00823	0.029017		1.00823	0.0290155		
0.56 	 1.00853	0.0294756		1.00853	0.0294764		1.00853	0.0294749		
0.57 	 1.00882	0.0299314		1.00882	0.0299322		1.00882	0.0299306		
0.58 	 1.00913	0.0303835		1.00913	0.0303843		1.00912	0.0303828		
0.59 	 1.00943	0.030832		1.00943	0.0308327		1.00943	0.0308312		
0.6 	 1.00974	0.0312766		1.00974	0.0312774		1.00974	0.0312759		
